pagnr,zpsex,zpage,w1_q88,w1_q107,w1_q115,w1_q116,w1_q4,w2_q4,w1_q5x1,w2_q2x1,w1_q6x1,w1_q7,w2_q3,w1_q8,w1_q12,w1_q43,w1_q44,w1_q48x1,w1_q48x2,w1_q48x3,w1_q48x4,w1_q48x5,w1_q48x6,w2_q15,w1_q49,w2_q14,w1_q50,w1_q51,w1_quiz,w2_quiz,w1_q21,w1_q22,w1_q26x1,w1_q26x2,w1_q26x3,w1_q26x4,w1_q26x5,w1_q26x6,w1_q26x7,w1_q26x8,w1_q26x9,w1_q26x10,w1_q26x11,w1_q26x12,w1_q68x1,w1_q76x2,w1_q64x1,w1_q64x2,w1_q64x3,w1_q83x1,w1_q83x6,w1_q83x2,w1_q83x7,w1_q83x3,w1_q83x8,w1_q83x4,w1_q83x9,w1_q83x5,w1_q83x10,w1_q66x1,w1_q66x2,w1_q66x3,w1_q66x4,w1_q68x1,w1_q68x2,w1_q68x3,w2_q33,w2_q34x1,w2_q34x2,w2_q34x3,w2_q34x4,w2_q34x5,w2_q34x6,w2_q34x7,w2_q34x8,w2_q35R1,w2_q35R2,w2_q35R3,w2_q35R4,w2_q35R5,w2_q35R6,w2_q35R7,w2_q35R8,w2_q35R9,w2_q35R10,w2_q35R11,w2_q35R12,w2_q35R13,w2_q35R14,w2_q35R15,w2_q35R88,w2_q35R99,w2_q36,w2_q37x1,w2_q37x2,w2_q37x3,w2_q37x4,w2_q37x5,w2_q37x6,w2_q37x7,w2_q37x8,w2_q38R1,w2_q38R2,w2_q38R3,w2_q38R4,w2_q38R5,w2_q38R6,w2_q38R7,w2_q38R8,w2_q38R9,w2_q38R10,w2_q38R88,w2_q38R99,w2_q39x1,w2_q39x2,w2_q39x3,w2_q39x4,w2_q39x5,w2_q41,w2_q42x1,w2_q42x2,w2_q42x3,w2_q42x4,w2_q43R1,w2_q43R2,w2_q43R3,w2_q43R4,w2_q43R5,w2_q43R6,w2_q43R7,w2_q43R8,w2_q43R9,w2_q43R10,w2_q43R11,w2_q43R12,w2_q43R13,w2_q43R14,w2_q43R15,w2_q43R16,w2_q43R17,w2_q43R88,w2_q43R99,w2_q44,w2_q45,w2_q46,w2_q47,w2_q48,w2_q49,a_immigration_index,strategy
4656,2,18,4,4,1,16,2,,20000,,13000,6,,1,2,6,3,8,4,0,4,7,0,,6,,1,,4,,1,4,5,2,3,5,4,1,2,5,2,2,3,5,1,3,5,5,1,5,1,2,4,5,1,4,2,5,1,2,2,4,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
4503,1,27,8,4,3,,2,,13000,,20000,1,,6,4,6,2,5,0,0,0,9,0,,9,,6,,3,,1,10,2,1,4,5,2,1,1,4,2,2,2,4,3,3,5,5,5,2,1,2,3,4,1,1,4,3,3,3,3,3,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
535,1,43,13,4,2,19,1,,19000,,13000,6,,6,3,6,1,3,1,0,1,10,2,,10,,6,,7,,1,9,5,2,5,2,1,1,4,1,1,1,4,5,3,2,4,4,4,4,3,1,2,3,1,1,3,4,1,2,1,2,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,2
160,2,57,7,4,2,6,3,2,22000,22000,20000,3,3,3,9,3,2,0,0,10,0,0,0,3,10,4,3,,3,4,2,0,3,1,1,3,2,3,3,2,1,4,1,1,4,5,5,4,2,2,3,3,1,2,1,3,3,5,2,4,3,4,4,4,3,3,3,4,9,2,3,8,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,8,8,8,7,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,5,5,5,4,2,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,,,,5,3
4573,1,54,14,4,1,,1,1,12000,13000,20000,12,12,6,3,6,2,7,0,0,0,10,0,6,10,4,6,,7,6,1,8,3,3,3,2,2,1,4,1,1,2,3,4,2,4,2,1,3,5,1,3,4,5,1,2,5,5,2,1,2,2,4,2,3,2,2,2,3,2,8,2,8,8,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,2,9,3,2,5,5,3,0,0,0,0,0,0,0,1,1,0,0,0,5,5,5,5,3,2,3,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,2.5,1
409,1,71,8,4,2,14,2,,13000,,10000,12,,1,6,2,2,4,5,3,2,0,,,10,,2,,7,,1,0,4,1,2,5,1,5,1,2,1,4,1,3,1,4,5,5,2,4,2,2,1,3,2,1,5,3,3,3,2,4,4,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1
744,1,58,13,4,2,,1,,11000,,10000,12,,12,0,6,2,2,0,0,0,9,0,,10,,6,,7,,3,8,5,1,2,1,2,1,3,1,1,1,5,5,1,4,5,5,5,4,2,2,4,4,1,3,4,5,1,1,1,1,4,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
4574,1,19,4,4,2,4,3,2,,10000,,,1,,5,6,2,0,0,0,0,10,0,6,3,4,,6,4,5,1,8,2,2,2,2,3,2,3,4,2,2,3,5,2,3,4,3,3,4,2,3,3,3,3,2,4,3,2,4,3,3,4,2,2,3,1,2,5,9,8,4,8,8,8,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,8,8,6,8,8,5,3,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,3,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,5
4671,1,29,13,4,2,15,1,,13000,,10000,6,,1,3,6,2,6,0,0,0,10,0,,10,,6,,6,,1,5,3,2,2,1,4,1,2,4,2,1,4,5,3,4,5,5,5,4,2,3,3,4,2,2,4,5,2,3,1,1,4,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1
286,2,70,9,4,,10,1,1,21000,12000,17000,9,3,9,6,,,0,2,3,1,0,4,3,10,4,9,,3,5,2,0,3,5,5,5,5,5,1,5,5,5,1,1,2,5,1,1,1,3,3,1,3,4,2,3,4,3,3,1,1,1,2,2,3,1,1,7,7,8,8,8,9,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6,8,2,8,8,2,2,8,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,5,1,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,5,1
703,2,61,8,4,2,,3,,,,,,,,4,,,5,1,0,0,5,,,10,,,,6,,3,5,3,3,3,4,4,2,3,5,2,2,4,5,4,2,3,3,3,3,3,3,5,4,1,3,5,5,1,3,4,3,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1
368,2,41,7,4,2,12,2,,11000,,11000,1,,1,1,6,2,8,5,0,0,10,0,,10,,,,6,,3,4,5,2,1,5,4,1,2,4,1,2,2,5,1,3,4,3,2,4,2,2,4,5,1,4,5,5,1,2,2,1,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,1
4572,2,58,8,4,2,,2,,,,,,,,4,6,3,4,4,0,0,4,0,,10,,,,4,,3,5,5,1,3,1,3,3,3,5,3,1,3,5,2,3,5,5,5,3,2,2,3,4,1,3,4,5,1,3,3,2,3,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
4571,2,16,4,4,,,3,,13000,,10000,,,,1,6,3,2,0,0,0,9,,,3,,,6,0,,,,4,3,,1,,1,3,4,,,,3,3,3,5,5,2,3,1,2,4,3,1,3,2,5,3,4,4,4,4,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
139,2,73,7,4,3,6,2,1,12000,21000,22000,12,12,12,5,2,1,0,10,0,0,0,,2,10,4,2,,6,4,1,5,1,1,4,5,3,5,1,,1,5,1,1,1,5,1,4,1,5,1,4,3,5,2,3,5,5,1,2,2,,3,1,4,2,1,7,7,8,7,3,8,8,8,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,8,8,7,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,2
3603,2,67,8,4,2,,1,2,21000,,19000,3,,1,5,,,0,5,5,5,0,0,2,5,4,,,6,5,2,0,3,4,5,5,5,1,3,5,1,3,1,3,1,4,3,4,3,4,1,3,2,5,1,3,5,4,2,1,1,1,4,1,1,1,1,7,1,8,8,4,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,7,1,8,8,6,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,1
4663,1,17,4,4,2,,2,1,10000,11000,22000,1,12,6,1,6,2,5,3,0,0,10,0,6,10,4,6,,6,6,1,7,5,1,3,3,3,1,4,3,3,1,4,5,2,3,5,5,5,4,2,2,2,3,3,4,4,4,2,1,1,1,3,2,2,2,2,4,2,8,8,8,8,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,8,8,9,8,9,4,2,8,0,0,0,0,0,0,0,0,1,0,0,0,5,4,4,4,1,1,1,2,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1.5,1
4586,1,43,8,4,4,3,2,2,10000,21000,11000,2,6,6,5,6,3,6,7,1,4,8,4,,8,1,6,,7,6,3,6,3,1,3,2,3,2,3,2,2,1,2,4,1,4,4,5,2,2,4,2,2,4,1,3,4,4,2,3,2,3,4,1,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,3,8,3,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,1,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,3,1
598,1,19,8,4,,,3,3,15000,13000,10000,,12,,,,,,,,,,,12,0,4,,,4,4,,3,2,2,3,3,,,4,,2,2,2,,,4,5,,1,2,4,3,3,4,2,2,3,3,,3,3,3,4,,2,,4,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,8,1,8,8,5,6,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,4,4,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,,4
743,1,80,7,4,2,,1,1,15000,10000,21000,12,2,12,7,2,2,3,7,5,1,1,1,,10,4,2,,4,3,3,1,5,3,5,2,1,2,1,2,1,3,1,2,2,5,5,5,4,3,1,3,1,4,1,2,1,5,3,2,1,2,2,2,3,1,1,7,6,8,9,8,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,3,1,3,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,5,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,1
3602,2,30,13,4,2,17,3,,10000,,13000,1,,2,4,,,6,7,0,0,4,0,,10,,,,5,,1,4,4,2,3,4,2,1,2,3,2,2,3,4,1,3,5,3,4,3,2,2,3,3,1,2,3,5,2,2,2,4,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,5
683,2,70,9,5,2,,2,2,11000,21000,20000,1,12,6,4,1,2,10,4,4,2,7,,,8,4,1,,7,6,1,5,5,2,2,2,,1,3,4,2,3,3,4,3,2,3,4,2,3,3,3,4,3,3,3,3,4,2,2,1,,2,3,3,2,1,7,7,8,8,8,8,8,8,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,2,8,8,1,4,8,8,9,8,0,0,0,0,0,0,0,0,0,1,0,0,2,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2.5,1
713,2,43,11,5,2,,2,2,11000,22000,10000,1,6,2,5,6,2,5,0,0,0,10,,,9,1,6,,7,6,2,2,5,1,4,1,3,1,1,1,1,1,5,5,2,,4,4,1,5,2,4,2,5,2,4,3,5,2,3,3,3,3,2,3,2,4,9,9,9,9,8,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,8,4,2,8,5,8,8,0,0,0,0,0,0,0,1,0,0,0,0,5,5,4,4,5,2,3,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,1,1
70,1,51,8,5,3,4,2,,21000,,11000,6,,1,2,,,5,4,0,0,5,0,,8,,,,2,,3,2,5,1,2,5,3,4,3,1,2,2,3,5,3,4,4,3,5,2,4,3,4,1,4,3,3,4,1,3,3,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
143,2,30,4,5,3,6,2,2,11000,10000,11000,12,3,12,6,3,3,0,5,8,1,1,5,,5,3,,,4,5,2,2,3,1,3,3,2,1,1,4,2,3,1,2,,5,5,5,1,2,3,3,2,2,2,4,2,4,1,3,4,2,4,,4,3,1,1,5,8,1,2,8,8,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,8,2,7,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,4,5,3,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,1
373,2,36,7,5,3,13,3,,10000,,11000,1,,1,3,6,3,5,3,1,2,5,2,,3,,,6,5,,1,5,4,1,2,4,4,1,3,2,3,2,3,5,4,2,4,5,4,4,3,1,4,4,2,4,2,4,2,4,3,3,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5
635,1,37,7,5,3,,1,,11000,,15000,1,,1,3,1,1,10,0,2,2,3,2,,10,,1,,7,,2,0,2,2,1,3,1,2,3,1,5,4,1,4,2,3,4,3,5,5,2,2,1,5,1,2,5,5,2,1,1,1,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,2
298,1,43,7,4,2,10,1,,11000,,10000,7,,6,1,6,2,10,0,0,0,10,0,,10,,7,,7,,1,5,5,1,1,2,1,1,3,1,1,1,5,5,,2,4,4,2,4,1,2,3,4,2,1,4,2,2,1,1,1,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
712,1,80,7,5,,,1,,12000,,11000,2,,12,8,2,1,3,9,5,0,0,5,,9,,,,6,,3,5,5,4,4,3,3,4,2,,3,3,2,3,2,4,1,3,3,4,3,3,3,3,2,1,4,3,3,1,2,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,2
62,1,53,7,5,3,4,2,2,12000,11000,10000,3,,1,7,3,2,0,7,10,0,0,6,3,10,4,,,4,4,1,8,2,2,2,3,4,1,1,2,4,3,1,5,,5,3,3,4,2,3,2,4,2,2,2,4,4,2,1,1,1,4,,1,2,1,7,9,6,3,8,3,3,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,1,5,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,3,1
302,2,53,9,5,2,10,3,,10000,,22000,2,,,5,2,2,5,9,3,4,2,,,6,,2,,5,,1,3,2,5,2,5,5,1,2,4,1,3,1,2,2,3,2,3,4,4,3,2,4,4,1,3,3,3,2,2,2,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,3
57,2,38,6,5,3,4,3,,10000,,17000,12,,,5,1,3,8,0,2,0,0,0,,10,,,,4,,2,2,3,1,3,2,1,1,1,2,5,4,1,1,4,5,5,5,5,2,4,4,5,4,2,2,4,3,2,4,4,4,4,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
670,1,64,13,5,2,,1,,10000,,16000,12,,12,3,1,3,10,5,4,0,10,,,10,,,,4,,1,8,2,3,3,2,3,1,1,1,2,3,3,5,1,1,4,3,2,4,1,2,2,2,2,2,4,5,2,1,1,2,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
636,1,54,7,5,2,,2,2,11000,11000,13000,1,1,2,3,1,2,10,5,0,0,5,2,1,10,4,,,4,4,1,5,4,3,1,5,5,2,3,5,1,3,1,5,1,3,3,3,5,3,1,4,4,4,2,3,4,3,2,2,2,2,4,1,4,2,3,3,3,9,9,9,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,3,3,8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,4,1,1,1,3,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,2,2,3,1
142,2,70,6,5,2,6,3,3,11000,11000,20000,1,12,6,5,1,2,9,4,0,0,0,0,1,9,4,1,,6,2,1,5,3,1,2,1,3,2,2,,1,4,1,3,,4,5,5,2,4,1,2,3,4,2,2,5,4,2,3,3,4,3,,4,2,3,7,2,7,8,8,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,2
584,2,23,8,5,2,,4,3,22000,,13000,1,,,6,3,3,7,5,7,4,1,0,1,8,4,12,,3,1,1,,4,4,4,5,4,4,3,1,4,4,2,4,2,5,2,4,5,4,2,5,1,5,1,5,3,4,2,2,2,4,4,2,2,3,4,2,8,8,1,8,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,4,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,2,2,3,5
164,1,72,7,5,2,7,2,4,11000,13000,11000,,1,12,5,,,0,8,2,0,2,5,,0,1,,9,2,3,1,6,4,1,4,2,4,2,,,2,3,2,5,,3,5,4,5,3,2,2,3,5,1,2,4,1,3,4,3,,3,,4,3,1,7,2,8,8,8,9,9,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,1,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2.5,1
224,1,38,9,5,3,8,4,3,12000,21000,21000,1,11,1,4,,,7,5,1,3,7,1,,3,1,,1,5,4,2,3,5,1,4,5,2,1,1,1,1,1,3,5,2,4,3,2,5,4,2,1,1,2,2,2,4,2,1,3,2,2,3,2,2,3,4,1,8,8,8,8,8,8,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,4
1763,1,21,7,4,3,,3,2,10000,21000,10000,12,1,1,2,1,2,10,5,0,0,6,,1,8,4,1,,2,4,3,6,3,1,2,3,,5,3,2,3,2,3,3,1,1,3,4,3,4,2,3,3,3,2,2,3,3,3,2,2,3,4,1,3,2,2,3,5,2,1,8,8,1,3,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,3,2,1,8,7,8,1,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,4,5,5,4,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,2,2,3,4
3855,1,19,7,4,3,,2,,10000,,22000,1,,1,1,1,2,10,3,0,0,8,,,10,,1,,3,,3,5,2,2,3,4,4,5,3,3,1,1,5,5,2,1,3,4,3,3,2,3,3,3,2,2,3,3,2,2,2,2,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
3856,1,20,4,4,2,18,1,,22000,,10000,1,,1,1,1,2,10,3,0,0,8,,,10,,1,,4,,3,4,3,1,2,3,,4,3,3,1,1,5,5,2,2,4,5,3,3,2,2,2,3,3,2,3,4,2,2,1,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
3851,1,17,4,4,3,,2,,10000,,11000,12,,1,2,1,3,8,4,0,0,7,,,10,,1,,4,,3,4,3,1,2,4,2,5,3,4,2,2,3,5,2,2,4,3,3,3,3,3,3,3,2,2,3,3,3,2,2,3,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
4077,1,16,6,4,2,20,1,,10000,,10000,12,,12,0,1,2,10,0,0,0,1,0,,10,,1,,2,,1,10,2,1,1,4,2,5,2,5,1,1,5,5,3,2,4,5,5,3,1,2,3,4,1,4,3,2,1,2,2,1,2,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2919,1,26,9,4,2,12,1,,22000,,10000,1,,1,0,6,2,10,0,0,0,10,5,,10,,6,,5,,2,2,3,3,1,3,,5,4,1,1,1,2,2,2,1,4,3,4,2,1,3,2,2,2,2,2,3,1,1,1,4,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1
837,1,48,9,4,2,10,1,,10000,,10000,6,,12,3,,,8,0,0,0,8,0,,10,,,,7,,3,6,2,2,1,3,4,3,3,2,1,3,3,4,2,3,4,4,3,2,2,4,2,4,2,2,3,3,2,2,2,3,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,1
3618,2,50,7,4,3,,3,,10000,,10000,,,12,2,,,0,5,0,0,5,0,,10,,7,,3,,3,3,4,1,2,2,4,3,2,3,2,3,4,4,2,3,3,4,2,4,3,3,3,5,2,3,3,2,3,2,2,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
3546,1,47,8,4,3,11,3,,10000,,10000,12,,12,3,,,0,0,0,0,5,7,,7,,9,,2,,3,4,2,2,2,3,2,5,1,,1,2,4,4,2,1,5,3,3,3,3,3,3,3,2,2,4,4,3,3,2,3,4,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4
3341,1,17,3,4,2,19,3,3,10000,21000,13000,,6,,1,,,7,6,0,,8,,6,,4,,,3,3,1,3,,1,1,,,,3,1,1,2,4,4,3,4,4,4,4,2,2,2,3,5,2,3,4,3,2,3,3,3,4,3,3,3,2,8,3,1,8,8,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,5,8,4,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,4,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,2,2,2,2,5
3340,1,46,4,4,3,,2,2,10000,10000,10000,1,1,,1,,,5,,1,,6,,,,3,,,2,2,3,4,4,1,1,3,3,3,2,2,2,2,3,3,2,3,4,3,3,3,2,3,3,4,2,3,3,3,3,3,2,4,3,2,3,2,3,2,3,8,2,2,9,9,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,8,8,7,8,1,8,8,0,0,0,0,0,0,0,1,0,0,0,0,4,4,3,5,5,4,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,,,,3,1
4717,2,53,7,4,4,,3,,10000,,11000,9,,12,5,9,3,0,5,0,5,0,10,,10,,9,,2,,2,0,2,2,2,1,2,1,1,,1,3,4,3,2,4,4,3,2,3,2,4,2,3,2,3,3,2,3,2,2,4,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,4
4584,1,44,12,4,2,11,1,1,99999,13000,23000,6,6,6,0,6,3,8,0,0,0,10,0,7,10,4,6,,6,5,1,4,2,1,1,1,,3,3,1,1,1,5,5,,3,5,5,5,5,1,1,2,5,1,1,5,4,1,1,1,1,1,,1,1,2,8,2,8,8,9,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,8,8,8,7,1,8,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,1,2,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,1,1
4505,1,28,13,4,1,12,2,,11000,,11000,1,,6,1,6,2,7,4,0,1,10,1,,10,,,,7,,1,6,5,1,3,1,3,2,3,2,2,1,5,5,3,1,5,5,5,3,2,2,2,5,1,2,4,4,2,2,1,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
